Date,Price (p/kWh),Price (p/therm),Published At,System Generated At,Quality Indicator
2025-05-20,2.9936,87.73373455999999,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-21,2.9895,87.61357545,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-22,2.9987,87.88320076999999,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-23,2.989,87.5989219,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-24,3.0166,88.40779785999999,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-25,2.9491,86.42956860999999,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-26,3.0645,89.81160795,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-27,3.0776,90.19553095999999,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-28,2.9973,87.84217083,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-29,2.8553,83.68056263,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-30,2.741,80.3307611,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-05-31,2.6074,76.41533254,02/06/2025 12:40:00,02/06/2025 12:41:01,L
2025-06-01,2.6549,77.80741979,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-02,2.7755,81.34185605,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-03,2.8741,84.23153611,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-04,2.8776,84.33411096,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-05,2.9744,87.17103824,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-06,2.987,87.5403077,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-07,2.9117,85.33348307,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-08,2.8955,84.85870805,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-09,2.8531,83.61608701,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-10,2.7803,81.48253013,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-11,2.8988,84.95542148,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-12,2.9404,86.17459683999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-13,3.0688,89.93762848,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-14,3.0576,89.60938895999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-15,3.1251,91.58761821,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-16,3.1523,92.38477132999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-17,3.1881,93.43396551,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-18,3.2104,94.08751383999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-19,3.3895,99.33641544999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-20,3.3666,98.66528285999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-21,3.3218,97.35232478,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-22,3.4201,100.23321271,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-23,3.3013,96.75152922999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-24,2.9875,87.55496124999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-25,2.8402,83.23802541999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-26,2.6816,78.58991936,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-27,2.6491,77.63743860999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-28,2.6589,77.92464819,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-29,2.666,78.1327286,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-06-30,2.6491,77.63743860999999,01/07/2025 12:40:00,01/07/2025 12:41:00,L
2025-07-01,2.7356,80.17250275999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-02,2.7347,80.14612637,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-03,2.7072,79.34018112,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-04,2.6883,78.78627693,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-05,2.6818,78.59578078,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-06,2.6845,78.67490994999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-07,2.6898,78.83023757999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-08,2.7704,81.19238983999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-09,2.8044,82.18883123999998,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-10,2.8471,83.44024441,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-11,2.8664,84.00587143999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-12,2.8693,84.09086203,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-13,2.9025,85.06385775,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-14,2.8789,84.37221018999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-15,2.7558,80.76450617999998,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-16,2.9527,86.53507417,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-17,2.8938,84.80888598,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-18,2.7451,80.45092020999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-19,2.7336,80.11388855999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-20,2.7696,81.16894416,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-21,2.762,80.9462102,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-22,2.7351,80.15784921,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-23,2.7117,79.47206306999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-24,2.6945,78.96798095,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-25,2.6966,79.02952585999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-26,2.6702,78.25581842,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-27,2.674,78.3671854,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-28,2.6914,78.87712893999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-29,2.8216,82.69291335999999,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-30,2.8161,82.53172431,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-07-31,2.8562,83.70693902,01/08/2025 12:40:00,01/08/2025 12:41:00,L
2025-08-01,2.7526,80.67072346,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-02,2.8316,82.98598435999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-03,2.7775,81.40047025,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-04,2.7474,80.51832653999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-05,2.7767,81.37702456999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-06,2.7316,80.05527435999998,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-07,2.6569,77.86603398999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-08,2.6105,76.50618455,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-09,2.6038,76.30982698,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-10,2.6529,77.74880558999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-11,2.7296,79.99666015999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-12,2.7333,80.10509642999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-13,2.7238,79.82667898,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-14,2.6826,78.61922646,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-15,2.5828,75.69437788,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-16,2.5507,74.75361996999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-17,2.5936,76.01089456,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-18,2.6187,76.74650276999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-19,2.5958,76.07537018,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-20,2.699,79.09986289999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-21,2.7708,81.20411268,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-22,2.8245,82.77790395,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-23,2.8322,83.00356862,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-24,2.8171,82.56103141,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-25,2.8356,83.10321275999999,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-26,2.838,83.1735498,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-27,2.7723,81.24807333,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-28,2.6808,78.56647368,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-29,2.6604,77.96860884,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-30,2.6858,78.71300918,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-08-31,2.6909,78.86247539,01/09/2025 12:40:00,01/09/2025 12:41:01,L
2025-09-01,2.6876,78.76576196,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-02,2.6698,78.24409557999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-03,2.6632,78.05066871999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-04,2.6768,78.44924528,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-05,2.6733,78.34667042999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-06,2.6633,78.05359942999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-07,2.6769,78.45217598999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-08,2.7365,80.19887915,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-09,2.7713,81.21876623,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-10,2.772,81.2392812,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-11,2.7099,79.41931029,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-12,2.7311,80.04062081,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-13,2.7079,79.36069608999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-14,2.7304,80.02010584,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-15,2.6737,78.35839327000001,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-16,2.7137,79.53067726999998,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-17,2.7072,79.34018112,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-18,2.7696,81.16894416,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-19,2.7443,80.42747453,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-20,2.7298,80.00252157999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-21,2.717,79.62739069999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-22,2.7293,79.98786802999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-23,2.7272,79.92632311999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-24,2.7069,79.33138899,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-25,2.7186,79.67428206,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-26,2.755,80.74106049999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-27,2.7445,80.43333595,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-28,2.7741,81.30082610999999,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-29,2.7389,80.26921619,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-09-30,2.6665,78.14738215,01/10/2025 12:40:00,01/10/2025 12:41:00,L
2025-10-01,2.5941,76.02554811,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-02,2.4394,71.49173974,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-03,2.4296,71.20453016,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-04,2.6997,79.12037787,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-05,2.723,79.80323329999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-06,2.8473,83.44610583,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-07,2.9218,85.62948478,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-08,2.8667,84.01466357,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-09,2.8381,83.17648050999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-10,2.798,82.0012658,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-11,2.79,81.766809,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-12,2.8247,82.78376537,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-13,2.7591,80.86121960999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-14,2.7404,80.31317684,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-15,2.7552,80.74692191999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-16,2.7764,81.36823244,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-17,2.7349,80.15198778999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-18,2.7087,79.38414176999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-19,2.6872,78.75403911999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-20,2.5557,74.90015546999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-21,2.4958,73.14466018,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-22,2.6429,77.45573458999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-23,2.6456,77.53486376,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-24,2.6693,78.22944202999999,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-25,2.6581,77.90120251,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-26,2.6936,78.94160456,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-27,2.6087,76.45343177,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-28,2.5588,74.99100748000001,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-29,2.65,77.663815,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-30,2.5783,75.56249593,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-10-31,2.5196,73.84216916,03/11/2025 11:40:00,03/11/2025 11:41:00,L
2025-11-01,2.4964,73.16224444,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-02,2.5114,73.60185093999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-03,2.554,74.8503334,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-04,2.6312,77.11284152,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-05,2.5829,75.69730858999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-06,2.5597,75.01738386999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-07,2.6142,76.61462081999998,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-08,2.4818,72.73436077999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-09,2.5071,73.47583040999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-10,2.4353,71.37158063,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-11,2.1145,61.96986295,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-12,2.2539,66.05527269,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-13,2.3425,68.65188174999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-14,2.4826,72.75780646,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-15,2.4846,72.81642065999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-16,2.3921,70.10551391,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-17,2.7477,80.52711867,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-18,2.8838,84.51581497999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-19,2.799,82.0305729,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-20,2.8102,82.35881241999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-21,2.7316,80.05527435999998,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-22,2.6841,78.66318711,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-23,2.6227,76.86373117,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-24,2.6613,77.99498523,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-25,2.6668,78.15617427999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-26,2.6242,76.90769182,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-27,2.5723,75.38665332999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-28,2.5638,75.13754297999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-29,2.5008,73.29119567999999,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-11-30,2.5095,73.54616745,01/12/2025 11:40:00,01/12/2025 11:41:00,L
2025-12-01,2.4781,72.62592450999999,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-02,2.4686,72.34750706,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-03,2.4781,72.62592450999999,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-04,2.3472,68.78962512,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-05,2.3563,69.05631973,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-06,2.334,68.40277139999999,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-07,2.319,67.9631649,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-08,2.3063,67.59096473,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-09,2.3644,69.29370723999999,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-10,2.346,68.7544566,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-11,2.3243,68.11849253,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-12,2.4246,71.05799465999999,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-13,2.4256,71.08730176,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-14,2.4108,70.65355668,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-15,2.4418,71.56207678,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-16,2.3781,69.69521451,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-17,2.4276,71.14591596,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-18,2.4369,71.41847199,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-19,2.5161,73.73959430999999,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-20,2.5419,74.49571749,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-21,2.515,73.7073565,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-22,2.4407,71.52983897,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-23,2.4147,70.76785437,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-24,2.4824,72.75194504,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-25,2.4861,72.86038131,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-26,2.5314,74.18799294,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-27,2.5418,74.49278677999999,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-28,2.5681,75.26356351,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-29,2.5878,75.84091338,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-30,2.5959,76.07830089,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2025-12-31,2.6214,76.82563194,02/01/2026 11:40:00,02/01/2026 11:41:00,L
2026-01-01,2.5886,75.86435906,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-02,2.599,76.1691529,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-03,2.6262,76.96630601999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-04,2.7454,80.45971234,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-05,2.7769,81.38288598999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-06,2.6073,76.41240183,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-07,2.6184,76.73771063999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-08,2.5192,73.83044632,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-09,2.4809,72.70798439,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-10,2.5322,74.21143862,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-11,2.5051,73.41721620999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-12,2.6444,77.49969524,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-13,2.8517,83.57505707,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-14,2.9476,86.38560796,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-15,3.0551,89.53612120999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-16,3.3611,98.50409381,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-17,3.3961,99.52984230999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-18,3.3824,99.12833504,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-19,3.28,96.127288,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-20,3.2037,93.89115627,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-21,3.3454,98.04397234,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-22,3.4562,101.29119902,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-23,3.4547,101.24723836999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-24,3.4224,100.30061904,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-25,3.4941,102.40193810999999,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-26,3.5611,104.36551381,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-27,3.5348,103.59473708,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-28,3.435,100.6698885,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-29,3.5194,103.14340774,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-30,3.5329,103.53905359,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-01-31,3.4962,102.46348302,02/02/2026 11:40:00,02/02/2026 11:41:01,L
2026-02-01,3.3955,99.51225805,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-02,3.1028,90.93406988,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-03,2.8423,83.29957033,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-04,2.8317,82.98891507,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-05,2.9212,85.61190051999999,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-06,3.0336,88.90601855999999,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-07,2.9094,85.26607674,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-08,2.8932,84.79130172,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-09,2.8459,83.40507588999999,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-10,2.6904,78.84782184,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-11,2.6789,78.51079019,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-12,2.7115,79.46620165,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-13,2.6612,77.99205452,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-14,2.6756,78.41407676,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-15,2.6381,77.31506051,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-16,2.5539,74.84740269,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-17,2.5354,74.30522134,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-18,2.5855,75.77350705,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-19,2.7669,81.08981499,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-20,2.6659,78.12979789,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-21,2.5649,75.16978079,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-22,2.4871,72.88968840999999,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-23,2.5822,75.67679361999998,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-24,2.4846,72.81642065999999,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-25,2.4991,73.24137361,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-26,2.5134,73.66046513999999,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-27,2.614,76.6087594,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-02-28,2.8851,84.55391421,02/03/2026 11:40:00,02/03/2026 11:41:00,L
2026-03-01,3.1029,90.93700059,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-02,3.4678,101.63116138,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-03,4.5306,132.77874726,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-04,4.4927,131.66800817,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-05,4.3405,127.20746754999998,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-06,4.5348,132.90183707999998,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-07,4.7677,139.72746066999997,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-08,5.2041,152.51707911,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-09,5.1262,150.23405602,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-10,4.0523,118.76116133,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-11,4.1209,120.77162838999999,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-12,4.315,126.4601365,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-13,4.3319,126.95542649,01/04/2026 12:40:00,01/04/2026 12:41:01,L
2026-03-14,4.5031,131.97280200999998,01/04/2026 12:40:00,01/04/2026 12:41:01,L
